set	gene
both	Ntpcr
both	Coa6
both	A630001O12Rik
both	Tomm20
both	Rbm34
both	Pard3
both	Itgb1
both	Alkbh8
both	Cwf19l2
both	Gucy1a2
both	Aasdhppt
both	Msantd4
both	Casp12
both	Dcun1d5
both	Tmem123
both	Birc2
both	Birc3
both	Yap1
both	Cfap300
both	Cep126
both	Arhgap42
both	Mtmr2
both	Cep57
both	Sesn3
both	Kdm4d
both	Amotl1
both	Ankrd49
both	Vstm5
both	Med17
both	4931406C07Rik
both	Cep295
both	Smco4
both	Slc36a4
both	Chordc1
both	Zfp558
both	Zfp317
both	Zfp560
both	Zfp26
both	Zfp426
both	Zfp266
both	Zfp846
both	Fbxl12os
both	Ubl5
both	Pin1
both	Angptl6
both	Ppan
both	Dnmt1
both	Icam4
both	Fdx2
both	Raver1
both	Tyk2
both	Cdc37
both	Keap1
both	Atg4d
both	Kri1
both	Cdkn2d
both	Ilf3
both	Gm16853
both	Dnm2
both	Mir199a-1
both	Tmed1
both	Carm1
both	Timm29
both	Smarca4
both	Ldlr
both	Spc24
both	Dock6
both	Rab3d
both	Tmem205
both	Plppr2
both	Swsap1
both	Ccdc151
both	Gm16845
both	Ecsit
both	Elof1
both	Acp5
both	Pigyl
both	Zfp809
both	Zfp599
both	Anln
both	9530077C05Rik
both	Rp9
both	Bbs9
both	Dpy19l1
both	Tbx20
both	Herpud2
both	Eepd1
both	Glb1l2
both	Acad8
both	Vps26b
both	Jam3
both	Igsf9b
both	Snx19
both	Adamts15
both	Zbtb44
both	Aplp2
both	Prdm10
both	1700023A20Rik
both	Ets1
both	4930581F22Rik
both	Dcps
both	Tirap
both	Foxred1
both	Fam118b
both	Cdon
both	Hyls1
both	Pate1
both	Chek1
both	Stt3a
both	Ei24
both	Fez1
both	Pknox2
both	Tmem218
both	Slc37a2
both	Ccdc15
both	Msantd2
both	Spa17
both	Tbrg1
both	Vwa5a
both	Zfp202
both	Clmp
both	Hspa8
both	1700063D05Rik
both	Mir100hg
both	Sc5d
both	Tbcel
both	Grik4
both	Arhgef12
both	Oaf
both	Nectin1
both	Usp2
both	Rnf26
both	Cbl
both	Hinfp
both	C2cd2l
both	Dpagt1
both	H2ax
both	Hmbs
both	Vps11
both	Hyou1
both	Slc37a4
both	Trappc4
both	Ccdc84
both	Bcl9l
both	Ddx6
both	Phldb1
both	Ift46
both	Tmem25
both	Kmt2a
both	Atp5l
both	Ube4a
both	Mpzl2
both	Mpzl3
both	Cep164
both	Rnf214
both	Tagln
both	A830035O19Rik
both	Pafah1b2
both	Apoa1
both	Zpr1
both	Bud13
both	Rexo2
both	Rbm7
both	Usp28
both	Zw10
both	Pts
both	Bco2
both	Sdhd
both	Pih1d2
both	Dlat
both	Dixdc1
both	Cryab
both	1110032A03Rik
both	Ppp2r1b
both	Sik2
both	Layn
both	Colca2
both	Fdx1
both	Zc3h12c
both	Ddx10
both	Poglut3
both	4930550C14Rik
both	Atm
both	Acat1
both	Rab39
both	Slc35f2
both	Dmxl2
both	Cib2
both	Idh3a
both	Wdr61
both	Ireb2
both	Hykk
both	Psma4
both	Fbxo22
both	Tmem266
both	Etfa
both	Isl2
both	Scaper
both	Rcn2
both	Pstpip1
both	Tspan3
both	Peak1
both	Lingo1
both	Snx33
both	Imp3
both	Snupn
both	Ptpn9
both	Gm10658
both	2700012I20Rik
both	Man2c1
both	Neil1
both	Scamp5
both	Rpp25
both	Cox5a
both	Scamp2
both	Edc3
both	Clk3
both	Ubl7
both	Islr2
both	Stoml1
both	Loxl1
both	Insyn1
both	Nptn
both	Neo1
both	Adpgk
both	Bbs4
both	Arih1
both	Celf6
both	Parp6
both	Pkm
both	Senp8
both	Lrrc49
both	Uaca
both	Gm5122
both	Tle3
both	Rplp1
both	Kif23
both	Mir5133
both	Anp32a
both	Fem1b
both	Cln6
both	Pias1
both	Map2k5
both	2300009A05Rik
both	Iqch
both	Smad3
both	1110036E04Rik
both	Lctl
both	Snapc5
both	Map2k1
both	Tipin
both	Dis3l
both	Rab11a
both	Dennd4a
both	Ints14
both	Hacd3
both	Dpp8
both	Parp16
both	Clpx
both	Mtfmt
both	Spg21
both	Plekho2
both	Pif1
both	Rbpms2
both	Oaz2
both	Zfp609
both	Trip4
both	Pclaf
both	Ppib
both	Snx1
both	Dapk2
both	Herc1
both	Usp3
both	Aph1b
both	Aph1c
both	Rab8b
both	Rps27l
both	Lactb
both	Tpm1
both	Vps13c
both	Anxa2
both	Mir3109
both	Bnip2
both	Gtf2a2
both	Myo1e
both	Ccnb2
both	Rnf111
both	Sltm
both	Mindy2
both	Adam10
both	Polr2m
both	Cgnl1
both	Zfp280d
both	BC065403
both	Mns1
both	4930509E16Rik
both	Nedd4
both	Ccpg1os
both	Pigb
both	Rab27a
both	Rsl24d1
both	Fam214a
both	Arpp19
both	Myo5a
both	Gnb5
both	Mapk6
both	Leo1
both	Tmod3
both	Tmod2
both	Lysmd2
both	Scg3
both	Lrrc1
both	Gclc
both	Elovl5
both	Fbxo9
both	Cilk1
both	C920006O11Rik
both	Dppa5a
both	Eef1a1
both	Slc17a5
both	Col12a1
both	Cox7a2
both	Tmem30a
both	Myo6
both	D430036J16Rik
both	Irak1bp1
both	Phip
both	Hmgn3
both	Lca5
both	Sh3bgrl2
both	Elovl4
both	Ttk
both	Bckdhb
both	4930554C24Rik
both	Tent5a
both	Ibtk
both	Tpbg
both	Ube2cbp
both	Dop1a
both	Pgm3
both	A330041J22Rik
both	Cyb5r4
both	Cep162
both	Gm51281
both	Snx14
both	Syncrip
both	Snhg5
both	Zfp949
both	9430037G07Rik
both	Mthfsl
both	9330159M07Rik
both	Mthfs
both	Tmed3
both	Morf4l1
both	Tbc1d2b
both	Plscr1
both	Plod2
both	Dipk2a
both	Chst2
both	U2surp
both	Pcolce2
both	Trpc1
both	Pls1
both	1700065D16Rik
both	Xrn1
both	Gk5
both	Tfdp2
both	Atp1b3
both	Rnf7
both	Rasa2
both	E030011O05Rik
both	Pxylp1
both	Spsb4
both	Slc25a36
both	Nmnat3
both	4930579K19Rik
both	Mrps22
both	Faim
both	Pik3cb
both	Cep70
both	Armc8
both	Dbr1
both	Dzip1l
both	Nck1
both	Stag1
both	Pccb
both	Ppp2r3a
both	Ephb1
both	Cep63
both	Amotl2
both	Srprb
both	Topbp1
both	Cdv3
both	Nphp3
both	Uba5
both	Dnajc13
both	Mrpl3
both	Nudt16
both	Nek11
both	Atp2c1
both	Pik3r4
both	Wdr82
both	Twf2
both	Poc1a
both	Dusp7
both	Rpl29
both	Acy1
both	Abhd14a
both	Parp3
both	Tex264
both	Rad54l2
both	Dcaf1
both	Rbm15b
both	Manf
both	Mapkapk3
both	Cish
both	Hemk1
both	6430571L13Rik
both	Tmem115
both	Cyb561d2
both	Rassf1
both	Tusc2
both	Naa80
both	Ifrd2
both	Gnai2
both	Rbm5
both	Rbm6
both	Mon1a
both	Inka1
both	Ip6k1
both	Gmppb
both	Rnf123
both	Apeh
both	Dag1
both	Nicn1
both	Rhoa
both	Gpx1
both	Usp4
both	Klhdc8b
both	Gm51295
both	Lamb2
both	Usp19
both	Qars
both	Qrich1
both	Impdh2
both	Ndufaf3
both	Mir191
both	Wdr6
both	Arih2
both	Slc25a20
both	Prkar2a
both	Nckipsd
both	Celsr3
both	Slc26a6
both	Uqcrc1
both	Col7a1
both	Pfkfb4
both	Trex1
both	Atrip-trex1
both	Tma7
both	3000002C10Rik
both	Cdc25a
both	Map4
both	Dhx30
both	Smarcc1
both	Mir6236
both	Elp6
both	Scap
both	Ptpn23
both	Klhl18
both	Setd2
both	Nradd
both	Nbeal2
both	Ccdc12
both	Tmie
both	Tdgf1
both	Lrrfip2
both	Mlh1
both	Pdcd6ip
both	Clasp2
both	Ubp1
both	Fbxl2
both	Crtap
both	Glb1
both	Cnot10
both	Dync1li1
both	Cmtm6
both	Cmtm7
both	Gpd1l
both	Stt3b
both	Tgfbr2
both	Rbms3
both	Azi2
both	Cmc1
both	Eomes
both	Ctdspl
both	Vill
both	Plcd1
both	Dlec1
both	Oxsr1
both	Myd88
both	Xylb
both	Acvr2b
both	Exog
both	Wdr48
both	Gorasp1
both	Csrnp1
both	Slc25a38
both	Rpsa
both	5830454E08Rik
both	Ulk4
both	Sec22c
both	Ss18l2
both	Nktr
both	Higd1a
both	Pomgnt2
both	Snrk
both	Ano10
both	Abhd5
both	Tcaim
both	1110059G10Rik
both	Tmem42
both	Zdhhc3
both	Tmem158
both	Lars2
both	Limd1
both	Sacm1l
both	Lztfl1
both	Fyco1
both	Shroom4
both	Clcn5
both	Usp27x
both	Flicr
both	Plp2
both	Magix
both	Wdr45
both	Praf2
both	Ccdc120
both	Tfe3
both	Otud5
both	Pim2
both	Slc35a2
both	Pqbp1
both	Hdac6
both	Suv39h1
both	Gm6787
both	Wdr13
both	Rbm3os
both	Tbc1d25
both	Ebp
both	Ftsj1
both	Xk
both	Dynlt3
both	Rpgr
both	Tspan7
both	Mid1ip1
both	Atp6ap2
both	1810030O07Rik
both	Med14
both	5730405O15Rik
both	Usp9x
both	Nyx
both	Cask
both	Maoa
both	Fundc1
both	Kdm6a
both	Chst7
both	Rp2
both	Jade3
both	Rbm10
both	Uba1
both	Cdk16
both	Usp11
both	Araf
both	Timp1
both	Syn1
both	Elk1
both	A230072C01Rik
both	Zfp182
both	Zfp300
both	Wdr44
both	Dock11
both	Pgrmc1
both	Slc25a5
both	Ube2a
both	Nkrf
both	Septin6
both	Rpl39
both	Upf3b
both	Rnf113a1
both	Btg1c
both	Zbtb33
both	Lamp2
both	Mcts1
both	C1galt1c1
both	Thoc2
both	Xiap
both	Stag2
both	Ocrl
both	Zdhhc9
both	Utp14a
both	9530027J09Rik
both	Elf4
both	Aifm1
both	Zfp280c
both	Slc25a14
both	Rbmx2
both	Enox2
both	Firre
both	Mbnl3
both	Gpc4
both	Gpc3
both	Phf6
both	Hprt
both	C430049B03Rik
both	Fam122b
both	Mospd1
both	Rtl8a
both	Rtl8b
both	Zfp449
both	Ints6l
both	Mmgt1
both	Slc9a6
both	Fhl1
both	Htatsf1
both	Snord61
both	Atp11c
both	Fmr1os
both	Ids
both	1110012L19Rik
both	Tmem185a
both	Mamld1
both	Mtm1
both	Mtmr1
both	Cd99l2
both	Hmgb3
both	Vma21
both	Gabre
both	Cetn2
both	Zfp185
both	F8a
both	Zfp275
both	Haus7
both	Dusp9
both	Pnck
both	Bcap31
both	Idh3g
both	Naa10
both	Hcfc1
both	Mir5132
both	Mecp2
both	Flna
both	Emd
both	Rpl10
both	Dnase1l1
both	Atp6ap1
both	Fam50a
both	Plxna3
both	Gm44504
both	Fam3a
both	G6pdx
both	Dkc1
both	Mpp1
both	Fundc2
both	Cmc4
both	Vbp1
both	Rab39b
both	4933407K13Rik
both	Pls3
both	Tbl1x
both	Prkx
both	Dmd
both	Tab3
both	Gk
both	Pola1
both	Pcyt1b
both	Zfx
both	Eif2s3x
both	Klhl15
both	Fam90a1b
both	Maged1
both	Spin4
both	Arhgef9
both	Amer1
both	Zc4h2
both	Zc3h12b
both	Las1l
both	Msn
both	Yipf6
both	Efnb1
both	Eda
both	Igbp1
both	Pdzd11
both	Dlg3
both	Snx12
both	Foxo4
both	Med12
both	Zmym3
both	Nono
both	Taf1
both	Ogt
both	Pin4
both	Ercc6l
both	Cited1
both	Phka1
both	Chic1
both	Jpx
both	Ftx
both	Rlim
both	Abcb7
both	Uprt
both	Zdhhc15
both	5530601H04Rik
both	Pbdc1
both	Atrx
both	Magt1
both	Atp7a
both	Pgk1
both	P2ry10b
both	2610002M06Rik
both	Brwd3
both	Hmgn5
both	Sh3bgrl
both	Apool
both	Dach2
both	Nap1l3
both	Cldn34c1
both	Diaph2
both	Gm26851
both	Cstf2
both	Trmt2b
both	Cenpi
both	Timm8a1
both	Rpl36a
both	Gla
both	Nxf2
both	Zmat1
both	Armcx5
both	Bhlhb9
both	Tceal8
both	Tceal9
both	Morf4l2
both	Tmsb15b1
both	Slc25a53
both	Fam199x
both	Rnf128
both	Tbc1d8b
both	Rbm41
both	Prps1
both	Tsc22d3
both	Psmd10
both	Nxt2
both	Acsl4
both	Tmem164
both	Ammecr1
both	Pak3
both	Tmem29
both	Pfkfb1
both	Maged2
both	Gnl3l
both	Fgd1
both	Tsr2
both	Fam120c
both	Phf8
both	Huwe1
both	Hsd17b10
both	Ribc1
both	Kdm5c
both	Kantr
both	Tspyl2
both	3010001F23Rik
both	Mageh1
both	Rragb
both	Klf8
both	Ubqln2
both	Nbdy
both	Sat1
both	Acot9
both	Prdx4
both	Sms
both	Mbtps2
both	Rps6ka3
both	Eif1ax
both	Bclaf3
both	Sh3kbp1
both	Pdha1
both	Adgrg2
both	Phka2
both	Cdkl5
both	Nhs
both	Rbbp7
both	Txlng
both	Syap1
both	Ctps2
both	Ap1s2
both	Zrsr2
both	Car5b
both	Siah1b
both	Vegfd
both	Piga
both	Mospd2
both	Gemin8
both	Ofd1
both	Rab9
both	Tceanc
both	Gm1720
both	Tmsb4x
both	Msl3
both	Arhgap6
both	Hccs
both	Eif2s3y
both	Uty
cl1_only	Xkr4
cl1_only	Oprk1
cl1_only	Alkal1
cl1_only	Sntg1
cl1_only	Sgk3
cl1_only	Mcmdc2
cl1_only	Tcf24
cl1_only	Cops5
cl1_only	A830018L16Rik
cl1_only	Slco5a1
cl1_only	Tram1
cl1_only	Msc
cl1_only	Trpa1
cl1_only	Kcnb2
cl1_only	Stau2
cl1_only	Ube2w
cl1_only	Jph1
cl1_only	B3gat2
cl1_only	Adgrb3
cl1_only	Bag2
cl1_only	Zfp451
cl1_only	Amer3
cl1_only	Arhgef4
cl1_only	Plekhb2
cl1_only	Sema4c
cl1_only	Lonrf2
cl1_only	Mir6349
cl1_only	Il1r1
cl1_only	Pantr1
cl1_only	Nck2
cl1_only	Col5a2
cl1_only	Nemp2
cl1_only	1700019D03Rik
cl1_only	Dnah7a
cl1_only	Hecw2
cl1_only	Rftn2
cl1_only	Spats2l
cl1_only	Kctd18
cl1_only	Clk1
cl1_only	Cdk15
cl1_only	Nop58
cl1_only	Ica1l
cl1_only	Pard3b
cl1_only	Gpr1
cl1_only	Adam23
cl1_only	Plekhm3
cl1_only	Cryga
cl1_only	Idh1
cl1_only	Unc80
cl1_only	Rpe
cl1_only	Spag16
cl1_only	Vwc2l
cl1_only	D230017M19Rik
cl1_only	6030407O03Rik
cl1_only	Cyp27a1
cl1_only	Slc4a3
cl1_only	Mir6352
cl1_only	Epha4
cl1_only	Ap1s3
cl1_only	Irs1
cl1_only	Pid1
cl1_only	Slc16a14
cl1_only	Nppc
cl1_only	Neu2
cl1_only	Dgkd
cl1_only	Usp40
cl1_only	Ackr3
cl1_only	Twist2
cl1_only	Cops9
cl1_only	Mterf4
cl1_only	Pask
cl1_only	Hdlbp
cl1_only	Thap4
cl1_only	St8sia4
cl1_only	Cdh20
cl1_only	Gm17634
cl1_only	Bcl2
cl1_only	Cdh7
cl1_only	Tfcp2l1
cl1_only	Celrr
cl1_only	Cd55
cl1_only	AA986860
cl1_only	Rassf5
cl1_only	Slc45a3
cl1_only	Elk4
cl1_only	Tmcc2
cl1_only	Pik3c2b
cl1_only	Ppfia4
cl1_only	Arl8a
cl1_only	Phlda3
cl1_only	Lad1
cl1_only	Igfn1
cl1_only	Ascl5
cl1_only	Gpr25
cl1_only	Kcnt2
cl1_only	Rgs1
cl1_only	Brinp3
cl1_only	Fam129a
cl1_only	Arpc5
cl1_only	Lamc2
cl1_only	E330020D12Rik
cl1_only	Angptl1
cl1_only	Ralgps2
cl1_only	Cryzl2
cl1_only	Tnr
cl1_only	Rabgap1l
cl1_only	Tex50
cl1_only	Dnm3os
cl1_only	Prrx1
cl1_only	F5
cl1_only	Gm26685
cl1_only	Rxrg
cl1_only	Uhmk1
cl1_only	Gm6345
cl1_only	Nos1ap
cl1_only	Fcgr4
cl1_only	Mir6546
cl1_only	Pcp4l1
cl1_only	Pfdn2
cl1_only	Vangl2
cl1_only	Pea15a
cl1_only	Cfap45
cl1_only	4933439K11Rik
cl1_only	Spta1
cl1_only	Fmn2
cl1_only	Hnrnpu
cl1_only	Cdc42bpa
cl1_only	Itpkb
cl1_only	Lin9
cl1_only	C130074G19Rik
cl1_only	Rab3gap2
cl1_only	Tgfb2
cl1_only	Kctd3
cl1_only	Smyd2
cl1_only	Gm10516
cl1_only	Kcnh1
cl1_only	Hhat
cl1_only	Gm15867
cl1_only	Utp25
cl1_only	G0s2
cl1_only	Mir3962
cl1_only	Cr2
cl1_only	Plekhg1
cl1_only	Syne1
cl1_only	Oprm1
cl1_only	Gm16254
cl1_only	Nup43
cl1_only	Samd5
cl1_only	B230208H11Rik
cl1_only	Phactr2
cl1_only	C330004P14Rik
cl1_only	Heca
cl1_only	Ect2l
cl1_only	Myb
cl1_only	Raet1e
cl1_only	Eya4
cl1_only	Enpp3
cl1_only	Arhgap18
cl1_only	Ptprk
cl1_only	Themis
cl1_only	Ncoa7
cl1_only	Nkain2
cl1_only	Gm15939
cl1_only	Calhm5
cl1_only	Lama4
cl1_only	Slc16a10
cl1_only	Gtf3c6
cl1_only	Amd2
cl1_only	Sobp
cl1_only	Bend3
cl1_only	Cd24a
cl1_only	Crybg1
cl1_only	Prdm1
cl1_only	Prep
cl1_only	Grik2
cl1_only	Sim1
cl1_only	Zfa-ps
cl1_only	Gm36173
cl1_only	Fam184a
cl1_only	Man1a
cl1_only	Msl3l2
cl1_only	Gja1
cl1_only	Pkib
cl1_only	Lims1
cl1_only	Edar
cl1_only	Macroh2a2
cl1_only	Tet1
cl1_only	Ctnna3
cl1_only	1110002J07Rik
cl1_only	Reep3
cl1_only	Nrbf2
cl1_only	Ado
cl1_only	Rhobtb1
cl1_only	Gstt1
cl1_only	Derl3
cl1_only	Slc5a4a
cl1_only	Col6a1
cl1_only	Adarb1
cl1_only	Itgb2
cl1_only	Dnmt3l
cl1_only	Cstb
cl1_only	Gm30400
cl1_only	Plpp2
cl1_only	R3hdm4
cl1_only	Gpx4
cl1_only	Dazap1
cl1_only	Rexo1
cl1_only	Amh
cl1_only	Lsm7
cl1_only	Gadd45b
cl1_only	Mrpl54
cl1_only	Tle6
cl1_only	Hcfc2
cl1_only	1700028I16Rik
cl1_only	Chst11
cl1_only	Slc41a2
cl1_only	Platr7
cl1_only	Ascl4
cl1_only	Syn3
cl1_only	Gm16271
cl1_only	Anks1b
cl1_only	Cfap54
cl1_only	Gm32688
cl1_only	Socs2
cl1_only	Alx1
cl1_only	Lrriq1
cl1_only	Slc6a15
cl1_only	Ppp1r12a
cl1_only	Zdhhc17
cl1_only	4933440J02Rik
cl1_only	Tph2
cl1_only	Thap2
cl1_only	Lrrc10
cl1_only	4933411E08Rik
cl1_only	Grip1
cl1_only	Helb
cl1_only	Lemd3
cl1_only	Tbc1d30
cl1_only	Srgap1
cl1_only	Ppm1h
cl1_only	Atp23
cl1_only	Zbtb39
cl1_only	Prim1
cl1_only	Ankrd52
cl1_only	Dgka
cl1_only	Neurod4
cl1_only	Osbp2
cl1_only	Mtfp1
cl1_only	Ccdc157
cl1_only	Hormad2
cl1_only	Ap1b1
cl1_only	Urgcp
cl1_only	Mir7651
cl1_only	Upp1
cl1_only	Zpbp
cl1_only	Ikzf1
cl1_only	Vstm2a
cl1_only	Cnrip1
cl1_only	Meis1
cl1_only	Zrsr1
cl1_only	Fam161a
cl1_only	1700093K21Rik
cl1_only	Mir6372
cl1_only	5730522E02Rik
cl1_only	Vrk2
cl1_only	Ppp4r3b
cl1_only	Prorsd1
cl1_only	Rtn4
cl1_only	Gpr75
cl1_only	Rhbdf1
cl1_only	Tlx3
cl1_only	Slit3
cl1_only	Wwc1
cl1_only	Gabrg2
cl1_only	Il12b
cl1_only	Sox30
cl1_only	Adam19
cl1_only	Cyfip2
cl1_only	Gm12169
cl1_only	Trim7
cl1_only	Irgm1
cl1_only	Gfpt2
cl1_only	Rasgef1c
cl1_only	Rnf130
cl1_only	Adamts2
cl1_only	Zfp2
cl1_only	Zfp354b
cl1_only	Prop1
cl1_only	Zfp354a
cl1_only	Col23a1
cl1_only	D930048N14Rik
cl1_only	Vdac1
cl1_only	Rad50
cl1_only	Mir7671
cl1_only	Glra1
cl1_only	H2bu2
cl1_only	Trim11
cl1_only	Wnt9a
cl1_only	Zfp867
cl1_only	4933439C10Rik
cl1_only	Olfr222
cl1_only	Mprip
cl1_only	Rai1
cl1_only	Llgl1
cl1_only	Adora2b
cl1_only	Fbxw10
cl1_only	Arhgap44
cl1_only	Gm12296
cl1_only	Pirt
cl1_only	Gm12299
cl1_only	Usp43
cl1_only	Cfap52
cl1_only	Pik3r5
cl1_only	Rangrf
cl1_only	Rnf227
cl1_only	Wrap53
cl1_only	Atp1b2
cl1_only	Sat2
cl1_only	2810408A11Rik
cl1_only	Ybx2
cl1_only	Slc16a13
cl1_only	Rnasek
cl1_only	Pfn1
cl1_only	Camta2
cl1_only	Inca1
cl1_only	Cyb5d2
cl1_only	P2rx5
cl1_only	Ccdc92b
cl1_only	Rtn4rl1
cl1_only	Mir22hg
cl1_only	Slc43a2
cl1_only	Myo1c
cl1_only	1700016K19Rik
cl1_only	Abr
cl1_only	Slc6a4
cl1_only	Ssh2
cl1_only	Taok1
cl1_only	Pipox
cl1_only	Proca1
cl1_only	Aldoc
cl1_only	Wsb1
cl1_only	Evi2
cl1_only	Atad5
cl1_only	Adap2
cl1_only	Slfn10-ps
cl1_only	Dusp14
cl1_only	Mrm1
cl1_only	2610027K06Rik
cl1_only	Ints2
cl1_only	Rnf43
cl1_only	Supt4a
cl1_only	Srsf1
cl1_only	Hlf
cl1_only	Tom1l1
cl1_only	Spag9
cl1_only	AA623943
cl1_only	Col1a1
cl1_only	Samd14
cl1_only	Mir3063
cl1_only	Ube2z
cl1_only	Calcoco2
cl1_only	Ttll6
cl1_only	Nfe2l1
cl1_only	Mllt6
cl1_only	Psmb3
cl1_only	Arl5c
cl1_only	Cacnb1
cl1_only	Thra
cl1_only	Rapgefl1
cl1_only	Gm11568
cl1_only	Krt13
cl1_only	P3h4
cl1_only	Kcnh4
cl1_only	Ezh1
cl1_only	Aoc3
cl1_only	Rdm1
cl1_only	Asb16
cl1_only	Rundc3a
cl1_only	Gjc1
cl1_only	Itgb3
cl1_only	Mrc2
cl1_only	Kcnh6
cl1_only	Taco1
cl1_only	Ftsj3
cl1_only	Snord104
cl1_only	Gm11715
cl1_only	Pitpnc1
cl1_only	Slc16a6
cl1_only	Abca8b
cl1_only	Sstr2
cl1_only	Cog1
cl1_only	Cpsf4l
cl1_only	Fads6
cl1_only	Cdr2l
cl1_only	Smim5
cl1_only	Wbp2
cl1_only	Trim65
cl1_only	Afmid
cl1_only	Mir6933
cl1_only	Tbc1d16
cl1_only	Chmp6
cl1_only	Cep131
cl1_only	Nploc4
cl1_only	Mcrip1
cl1_only	Mafg
cl1_only	Cenpx
cl1_only	Rfng
cl1_only	Dus1l
cl1_only	Tex19.1
cl1_only	Foxk2
cl1_only	Klhl29
cl1_only	Kcns3
cl1_only	Fam49a
cl1_only	Lpin1
cl1_only	E2f6
cl1_only	Pqlc3
cl1_only	5730507C01Rik
cl1_only	Asap2
cl1_only	Gm4425
cl1_only	Gm38538
cl1_only	9030624G23Rik
cl1_only	Mir6538
cl1_only	Adi1
cl1_only	Myt1l
cl1_only	Sntg2
cl1_only	Bcap29
cl1_only	Atxn7l1os2
cl1_only	Dgkb
cl1_only	Etv1
cl1_only	Scin
cl1_only	Nrcam
cl1_only	Nfkbia
cl1_only	Insm2
cl1_only	Ralgapa1
cl1_only	Clec14a
cl1_only	Gm20063
cl1_only	Rpl10l
cl1_only	Klhdc1
cl1_only	Klhdc2
cl1_only	Sav1
cl1_only	Timm9
cl1_only	Dact1
cl1_only	Lrrc9
cl1_only	4930447C04Rik
cl1_only	Six6
cl1_only	1700086L19Rik
cl1_only	Akap5
cl1_only	Mir5135
cl1_only	AI463170
cl1_only	Fut8
cl1_only	Plekhh1
cl1_only	Pigh
cl1_only	Arg2
cl1_only	Vti1b
cl1_only	Rdh11
cl1_only	Dcaf5
cl1_only	Galnt16
cl1_only	Erh
cl1_only	Smoc1
cl1_only	Slc8a3
cl1_only	Sipa1l1
cl1_only	Rgs6
cl1_only	Pnma1
cl1_only	Abcd4
cl1_only	Mlh3
cl1_only	Vash1
cl1_only	Zdhhc22
cl1_only	Alkbh1
cl1_only	Ptpn21
cl1_only	4930474N09Rik
cl1_only	Gm26839
cl1_only	Calm1
cl1_only	Dglucy
cl1_only	Cpsf2
cl1_only	Chga
cl1_only	Prima1
cl1_only	Ak7
cl1_only	Vrk1
cl1_only	1700121N20Rik
cl1_only	Bcl11b
cl1_only	Cyp46a1
cl1_only	Mok
cl1_only	Zfp839
cl1_only	Bag5
cl1_only	Kif26a
cl1_only	A530016L24Rik
cl1_only	Tex22
cl1_only	Vipr2
cl1_only	Ptprn2
cl1_only	Rapgef5
cl1_only	Dnah11
cl1_only	Zmynd11
cl1_only	Ryr2
cl1_only	Nid1
cl1_only	Hecw1
cl1_only	Amph
cl1_only	Elmo1
cl1_only	4930470G03Rik
cl1_only	H4c18
cl1_only	Pom121l2
cl1_only	Abt1
cl1_only	H4c6
cl1_only	H4c4
cl1_only	H1f2
cl1_only	H3c3
cl1_only	H3c1
cl1_only	H2bc1
cl1_only	Gm11346
cl1_only	2610307P16Rik
cl1_only	Sox4
cl1_only	Agtr1a
cl1_only	Dusp22
cl1_only	Hus1b
cl1_only	Foxq1
cl1_only	Serpinb6c
cl1_only	Tubb2b
cl1_only	Slc22a23
cl1_only	Prpf4b
cl1_only	Bmp6
cl1_only	Gcnt2
cl1_only	Mak
cl1_only	Elovl2
cl1_only	Ranbp9
cl1_only	Rnf182
cl1_only	Cap2
cl1_only	Nup153
cl1_only	Nhlrc1
cl1_only	4930471G24Rik
cl1_only	A330048O09Rik
cl1_only	Ninj1
cl1_only	S1pr3
cl1_only	Shc3
cl1_only	Sema4d
cl1_only	Diras2
cl1_only	Ror2
cl1_only	Cplx2
cl1_only	Rab24
cl1_only	Mxd3
cl1_only	Tmed9
cl1_only	Txndc15
cl1_only	Smad5
cl1_only	1700066J03Rik
cl1_only	2210016F16Rik
cl1_only	Agtpbp1
cl1_only	Dapk1
cl1_only	Slc35d2
cl1_only	Cdc14b
cl1_only	Zfp759
cl1_only	Zfp455
cl1_only	4930525G20Rik
cl1_only	Adcy2
cl1_only	Ndufs6
cl1_only	Mrpl36
cl1_only	Eprn
cl1_only	Nkd2
cl1_only	Pcsk1
cl1_only	Rhobtb3
cl1_only	Fam81b
cl1_only	C130071C03Rik
cl1_only	Edil3
cl1_only	Hapln1
cl1_only	Fam151b
cl1_only	Mtx3
cl1_only	Iqgap2
cl1_only	Enc1
cl1_only	Lncenc1
cl1_only	Arhgef28
cl1_only	Tnpo1
cl1_only	Map1b
cl1_only	Ocln
cl1_only	Ccdc125
cl1_only	Rgs7bp
cl1_only	AI197445
cl1_only	Rab3c
cl1_only	Plk2
cl1_only	Fst
cl1_only	Isl1
cl1_only	Parp8
cl1_only	Paip1
cl1_only	2610042L04Rik
cl1_only	Gm3667
cl1_only	Abhd6
cl1_only	4930452B06Rik
cl1_only	Fhit
cl1_only	Ptprg
cl1_only	Cadps
cl1_only	Gm5087
cl1_only	B230110C06Rik
cl1_only	Rarb
cl1_only	Saysd1
cl1_only	Cfap70
cl1_only	Chchd1
cl1_only	Dlg5
cl1_only	Mir7672
cl1_only	Arhgef3
cl1_only	Cacna2d3
cl1_only	Ncoa4
cl1_only	Ogdhl
cl1_only	Npy4r
cl1_only	Gprin2
cl1_only	Sh2d4b
cl1_only	Tspan14
cl1_only	Ptgdr
cl1_only	Gm15217
cl1_only	Bmp4
cl1_only	Gch1
cl1_only	Lgals3
