gene_id	gene_name	GSM9304310_mESC_E14_ctrl_A_d4	GSM9304311_mESC_E14_ctrl_B_d4	GSM9396007_MEF_3T3_mock_A_4hpi	GSM9396008_MEF_3T3_mock_B_4hpi	GSM9396009_MEF_3T3_mock_C_4hpi
ENSMUSG00000063239.17	Grm4	0.663983	0.437644	0.013036	0	0
ENSMUSG00000063240.6	Olfr133	0	0	0	0	0
ENSMUSG00000063245.11	Zfp993	101.514716	98.484118	5.822787	2.638475	1.522701
ENSMUSG00000063251.6	Krtap4-1	0	0	0	0	0
ENSMUSG00000063252.7	Gm4744	0	0	0	0	0
ENSMUSG00000063253.11	Scoc	110.182307	115.939299	61.178165	90.068381	74.978266
ENSMUSG00000063260.2	Syt10	0	0	0	0	0
ENSMUSG00000063268.12	Parp10	2.282566	1.945678	5.548395	5.767721	5.612947
ENSMUSG00000063273.11	Naa15	62.425801	72.006716	60.192416	61.446422	55.703829
ENSMUSG00000063275.15	Hacd1	9.302533	5.842713	77.496085	90.498096	88.867201
ENSMUSG00000063281.9	Zfp35	19.15023	14.426751	8.586608	8.691627	7.100077
ENSMUSG00000063286.7	Gm8995	0	0	0	0	0
ENSMUSG00000063296.5	Tmem117	0.208575	0.140924	1.991617	1.986787	2.661317
ENSMUSG00000063297.7	Luzp2	0	0.03347	0	0	0
ENSMUSG00000063305.10	Psg20	0	0	0	0	0
ENSMUSG00000063314.5	Gm12657	1.140549	0	0	1.124361	0.395932
ENSMUSG00000063316.13	Rpl27	1878.09768	1907.060982	590.511945	535.557346	481.746681
ENSMUSG00000063317.7	Usp31	6.285694	6.289711	14.266958	13.59849	14.702087
ENSMUSG00000063320.11	1190007I07Rik	33.653709	30.431614	1.439802	3.384762	3.201206
ENSMUSG00000063328.6	Gm9396	0.129599	0	5.986043	3.046161	1.764131
ENSMUSG00000063334.16	Krr1	63.435575	68.554195	25.11061	24.177608	22.914283
ENSMUSG00000063350.6	Olfr874	0	0	0	0	0
ENSMUSG00000063354.7	Slc39a4	15.853635	16.190354	1.120637	0.31248	0.628697
ENSMUSG00000063358.17	Mapk1	156.352512	179.798682	166.13554	160.02523	156.942719
ENSMUSG00000063362.13	Alg11	17.992641	24.650276	11.021484	22.08316	19.06033
ENSMUSG00000063364.10	3300002I08Rik	4.39723	5.827228	3.53426	2.150295	4.595296
ENSMUSG00000063374.4	Olfr763	0	0	0	0	0
ENSMUSG00000063376.6	Ifna13	0	0	0	0	0
ENSMUSG00000063380.3	Olfr945	0	0	0	0	0
ENSMUSG00000063382.6	Bcl9l	1.846554	2.097266	16.5353	18.814009	23.625937
ENSMUSG00000063383.5	Zfp947	2.626932	2.439087	1.375027	1.492477	1.306346
ENSMUSG00000063386.2	Olfr1387	0	0	0	0	0
ENSMUSG00000063388.5	BC023105	0	0	0.235037	0	0.085512
ENSMUSG00000063394.3	Olfr293	0	0	0	0	0
ENSMUSG00000063406.11	Tmed5	18.75349	21.901856	56.791954	84.209081	82.398095
ENSMUSG00000063409.12	Lrrc43	0.039862	0	0	0	0
ENSMUSG00000063410.8	Stk24	35.164168	38.819392	56.718641	65.028345	75.60935
ENSMUSG00000063412.4	Gm10131	151.347271	145.514642	167.553221	127.767457	115.430529
ENSMUSG00000063415.12	Cyp26b1	0.196353	0.222606	4.186074	7.202504	5.177089
ENSMUSG00000063428.8	Ddo	0.016846	0	0	0	0
ENSMUSG00000063430.9	Wscd2	1.563887	1.704654	0	0	0
ENSMUSG00000063434.6	Sorcs3	0.041219	0.086265	0	0	0
ENSMUSG00000063439.7	B9d2	8.580705	9.766803	18.394442	17.770807	18.763367
ENSMUSG00000063442.5	Gm7117	1.241145	0.207695	1.83114	0.475559	0.758048
ENSMUSG00000063445.14	Nmral1	27.452188	26.079463	9.923144	7.659997	10.439281
ENSMUSG00000063446.4	Plppr1	0.0152	0	0	0	0
ENSMUSG00000063447.7	Ube2d2b	0	0	0	0	0
ENSMUSG00000063450.14	Syne2	6.896349	8.480736	13.710802	11.547174	13.557066
ENSMUSG00000063455.16	D630045J12Rik	1.114052	1.286032	11.946669	12.808985	15.407198
ENSMUSG00000063457.14	Rps15	2530.385077	2476.613278	2310.403763	1707.654077	1605.191775
ENSMUSG00000063458.13	Lrmda	0.163754	0	0.112419	0.104603	0.418962
ENSMUSG00000063478.2	Tas2r114	0	0	0	0	0
ENSMUSG00000063480.8	Snu13	205.938888	194.701213	118.426813	119.04718	95.858373
ENSMUSG00000063488.6	Zkscan7	1.48846	1.969861	1.582349	1.679305	1.446523
ENSMUSG00000063506.14	Arhgap22	5.844198	4.641373	42.0699	42.129556	51.421134
ENSMUSG00000063507.5	Gm1330	0	0	0	0	0
ENSMUSG00000063511.11	Snrnp70	277.288138	277.349121	264.529762	256.386467	250.092584
ENSMUSG00000063514.3	Gm6756	0	0	0.148325	0	0
ENSMUSG00000063522.5	Ly6m	0	0	0	0	0
ENSMUSG00000063524.13	Eno1	612.280549	613.375251	305.885846	336.096831	349.840481
ENSMUSG00000063529.3	Stmnd1	0	0	0.131619	0.141921	0
ENSMUSG00000063531.7	Sema3e	2.338777	2.01546	0	0	0
ENSMUSG00000063535.7	Zfp773	10.043661	11.583405	0.257114	0.125368	0.414194
ENSMUSG00000063543.5	Gm5616	50.335664	32.584153	52.876455	36.399494	37.184165
ENSMUSG00000063548.3	Gm4825	0	0	0	0	0
ENSMUSG00000063549.4	Olfr322	0	0	0	0	0
ENSMUSG00000063550.8	Nup98	52.341868	55.371086	34.559246	35.67787	37.310863
ENSMUSG00000063556.5	Gm10132	5.255997	0	9.181137	3.624726	3.013983
ENSMUSG00000063558.4	Aox1	0.347916	0.326447	4.383915	5.423276	6.795811
ENSMUSG00000063564.13	Col23a1	0.142359	0.185571	0.03593	0.04262	0.055762
ENSMUSG00000063568.11	Jazf1	0.115003	0.833129	0	0	0.059865
ENSMUSG00000063576.12	Klhdc3	71.938408	61.353296	54.145753	39.970961	47.968335
ENSMUSG00000063582.2	Olfr666	0	0	0	0	0
ENSMUSG00000063583.6	Olfr1410	0.019012	0.023294	0	0	0
ENSMUSG00000063586.1	Gm5513	0.460852	0.060371	0.418242	0.300898	0.240508
ENSMUSG00000063590.3	Slc22a28	0	0	0	0	0
ENSMUSG00000063594.5	Gng8	1.329896	3.676129	21.4075	16.92342	17.618277
ENSMUSG00000063600.14	Egfem1	0	0	0	0	0
ENSMUSG00000063605.5	Ccdc102a	4.662579	6.093456	20.846399	15.798884	18.610195
ENSMUSG00000063611.5	Gm10134	1.313569	2.476391	0.291587	0	0
ENSMUSG00000063615.6	Olfr64	0	0	0	0	0
ENSMUSG00000063623.4	C230062I16Rik	1.00397	0.767101	3.101751	1.794256	1.330446
ENSMUSG00000063626.6	Unc5d	0.016815	0.200934	0	0	0
ENSMUSG00000063628.2	Gm7665	0	0	0	0	0
ENSMUSG00000063632.6	Sox11	4.120119	4.375812	0	0.019955	0
ENSMUSG00000063646.18	Jakmip1	5.621658	7.988032	0	0	0
ENSMUSG00000063651.11	Cnfn	0	0	0	0	0
ENSMUSG00000063652.10	Slc22a21	0.55489	0.5275	2.396158	2.908424	3.00234
ENSMUSG00000063656.6	Gm10135	0	0	0	0	0
ENSMUSG00000063659.11	Zbtb18	11.238162	17.846036	10.516636	9.840173	6.973341
ENSMUSG00000063660.4	Olfr98	0	0	0	0	0
ENSMUSG00000063661.6	Krt73	0	0	0	0	0
ENSMUSG00000063663.11	Brwd3	8.273256	8.831912	5.989761	6.326312	6.19206
ENSMUSG00000063672.7	Nkx6-3	0.142044	0.358768	0	0	0
ENSMUSG00000063681.14	Crb1	0	0	0	0	0.007509
ENSMUSG00000063683.12	Glyat	0	0	0	0	0
ENSMUSG00000063684.9	Hadhb-ps	0.33258	0	0	0	0
ENSMUSG00000063687.3	Pcdhb5	0	0	8.799508	12.094778	12.398911
ENSMUSG00000063689.4	H2ac21	0	0	0	0	0.186664
ENSMUSG00000063694.5	Cycs	34.402143	33.311155	24.945067	38.650874	32.573845
ENSMUSG00000063696.7	Gm8730	516.66866	502.453015	235.423475	234.779702	245.660545
ENSMUSG00000063698.9	Sfxn4	0.966473	1.027275	1.357071	1.106168	0.81573
ENSMUSG00000063704.13	Mapk15	2.240124	1.048889	0.089523	0.221542	0.229374
ENSMUSG00000063713.7	Klk1b24	0	0	0	0	0
ENSMUSG00000063714.15	Sp3os	21.742662	19.075486	4.67173	7.262748	3.906622
ENSMUSG00000063715.2	Olfr816	0.160859	0	0	0	0
ENSMUSG00000063727.3	Tnfrsf11b	0	0	14.612061	13.695821	13.841621
ENSMUSG00000063728.10	Magea6	0	0	0	0	0
ENSMUSG00000063730.13	Hsd3b2	0.237313	0.552148	0.032969	0.036416	0.011827
ENSMUSG00000063739.2	Gm4963	0.450126	0	1.433306	0.727783	0
ENSMUSG00000063751.6	Platr8	1.366121	3.246131	0	0	0
ENSMUSG00000063754.7	Gm10136	0	0.36751	12.934282	5.394498	1.062161
ENSMUSG00000063760.9	Rnf217	0.165869	0.293046	7.710455	7.42332	8.830072
ENSMUSG00000063762.5	Tas2r129	0	0	0	0	0
ENSMUSG00000063764.2	Olfr508	0	0	0	0	0
ENSMUSG00000063765.12	Chadl	0.808985	0.372672	1.130159	0.686983	0.691785
ENSMUSG00000063767.4	S100a7a	0	0.06794	0.148982	0.167262	0.182317
ENSMUSG00000063777.3	Olfr1469	0	0	0	0	0
ENSMUSG00000063779.6	Chil4	0	0	0	0	0
ENSMUSG00000063780.7	Olfr282	0	0	0	0	0
ENSMUSG00000063785.12	Utp14a	62.54613	78.843507	21.553597	23.162813	23.294507
ENSMUSG00000063787.4	Chchd1	141.759805	146.759667	44.316558	37.070953	31.634929
ENSMUSG00000063796.9	Slc22a8	0	0	0	0	0
ENSMUSG00000063800.5	Prpf38a	69.577266	69.240379	49.995884	52.854132	47.896925
ENSMUSG00000063801.7	Ap3s2	26.014162	25.735076	10.787625	18.586132	15.477563
ENSMUSG00000063802.5	Hspbp1	41.831224	41.947146	42.847003	37.759379	40.788883
ENSMUSG00000063804.8	Lin28b	9.477308	10.035102	0.193694	0.222097	0.254808
ENSMUSG00000063808.14	Gpatch1	9.841041	11.549553	6.092072	6.634561	6.238781
ENSMUSG00000063810.7	Alms1	7.865363	9.188152	6.498709	5.252993	5.775141
ENSMUSG00000063816.3	Gm4987	0	0	0.934615	0	0
ENSMUSG00000063820.11	Arl9	0.269313	0	0.287121	0	0.565031
ENSMUSG00000063821.6	Dupd1	0	0.258947	0	0	0
ENSMUSG00000063823.2	Olfr532	0	0	0	0	0
ENSMUSG00000063827.2	Olfr1382	0	0	0	0	0
ENSMUSG00000063830.5	Gm6065	0	0.717732	0.844561	1.073417	0.635762
ENSMUSG00000063838.6	Cdc42ep5	17.037351	13.619121	15.285201	24.846238	18.55558
ENSMUSG00000063842.5	Olfr862	0	0	0	0	0
ENSMUSG00000063844.5	Olfr1276	0	0	0	0	0
ENSMUSG00000063846.8	Gm21731	0	0.660086	0	0	0
ENSMUSG00000063849.6	Ppcdc	25.429065	29.389644	5.81782	3.757056	6.368826
ENSMUSG00000063851.12	Rnf183	0.066951	0.611343	0.413319	0.182544	0.148438
ENSMUSG00000063856.7	Gpx1	236.501728	227.043508	185.277712	203.897021	196.710336
ENSMUSG00000063867.2	Olfr1511	0	0	0	0	0
ENSMUSG00000063870.12	Chd4	125.912804	152.193685	131.271668	128.090668	133.96655
ENSMUSG00000063873.10	Slc24a3	0.049177	0	0	0	0
ENSMUSG00000063875.6	Rps6-ps1	2.059153	0.423692	5.111261	1.173479	0.530332
ENSMUSG00000063881.11	Olfr376	0.429996	0.130417	0	0	0
ENSMUSG00000063882.12	Uqcrh	460.307362	462.695887	617.214078	492.440705	474.290428
ENSMUSG00000063884.6	Ptcd3	138.890115	161.978947	70.495673	70.512365	63.682502
ENSMUSG00000063885.5	Gm6498	0.215751	0	0.973682	0	0
ENSMUSG00000063887.13	Nlgn1	0	0	0	0	0
ENSMUSG00000063888.7	Rpl7l1	163.481713	163.199166	93.29243	89.708793	85.692853
ENSMUSG00000063889.16	Crem	9.375736	10.10252	6.373976	6.122288	4.377363
ENSMUSG00000063894.15	Zkscan8	6.34524	6.776969	3.193665	3.510199	3.60984
ENSMUSG00000063895.7	Nupl1	0	0	0	0	0
ENSMUSG00000063900.5	Adam26b	0	0	0	0	0
ENSMUSG00000063902.13	Gm7964	0.427996	0	0.080374	0	0.343906
ENSMUSG00000063903.5	Klk1	9.497418	6.434273	0	0	0
ENSMUSG00000063904.4	Dpp3	81.103095	82.846406	63.169829	57.590293	54.578565
ENSMUSG00000063905.2	Gm10139	4.009704	9.288727	0	0	0
ENSMUSG00000063911.4	Tdgf1-ps2	0	0.223772	0	0	0
ENSMUSG00000063919.11	Srrm4	0.428202	0.389659	5.690183	5.731689	5.076845
ENSMUSG00000063929.6	Cyp4a32	0	0	0	0	0
ENSMUSG00000063931.14	Pepd	39.507751	38.875402	62.210514	56.450008	52.801825
ENSMUSG00000063932.5	Poteg	0	0	0	0	0
ENSMUSG00000063935.3	Zar1	0	0	0	0	0
ENSMUSG00000063952.16	Brpf3	31.034836	33.560502	15.976004	19.245598	18.314314
ENSMUSG00000063953.3	Amd2	9.951119	10.200759	6.736749	5.711599	5.693527
ENSMUSG00000063954.7	H2ac19	0	0	9.715547	0	10.143468
ENSMUSG00000063971.7	Krt88	0	0	0	0	0
ENSMUSG00000063972.13	Nr6a1	18.566138	23.615511	1.762703	2.029219	2.65315
ENSMUSG00000063975.13	Slco1a5	0	0	0.222639	0.361615	0.310502
ENSMUSG00000063994.5	Olfr120	0	0	0	0	0
ENSMUSG00000063998.4	Vmn1r211	0	0	0	0	0
ENSMUSG00000064006.6	Olfr190	0	0	0	0	0
ENSMUSG00000064010.12	Dppa1	0	0	0	0	0
ENSMUSG00000064016.4	Gm648	0	0.379808	0	0	0.046036
ENSMUSG00000064023.4	Klk8	14.334138	10.31716	2.944829	3.182174	0.317507
ENSMUSG00000064030.15	Pym1	63.818167	54.035876	23.601572	22.267994	21.197968
ENSMUSG00000064032.2	Gm10143	0.063008	0	0.156335	0.086508	0.098505
ENSMUSG00000064036.15	Mro	0	0	0	0	0.056305
ENSMUSG00000064037.13	Gpn1	90.332025	94.716536	15.367467	18.243521	15.489267
ENSMUSG00000064039.4	Ccr1l1	0	0	0	0	0
ENSMUSG00000064043.13	Trerf1	6.688331	6.654426	4.311453	4.603187	4.941192
ENSMUSG00000064044.2	Olfr319	0	0	0	0	0
ENSMUSG00000064052.3	Gm5089	0	0.044457	0	0	0
ENSMUSG00000064057.12	Scgb3a1	1.250535	0.38791	0	0	0
ENSMUSG00000064061.13	Dzip3	17.438023	20.177922	8.857478	11.894013	11.008529
ENSMUSG00000064063.6	BC048507	0	0	0	0	0
ENSMUSG00000064065.15	Ipcef1	0	0.095859	0	0	0
ENSMUSG00000064068.15	Mtx1	95.785438	81.52478	73.21325	84.804574	83.455617
ENSMUSG00000064080.12	Fbln2	1.827404	2.265455	794.802894	636.344005	804.60463
ENSMUSG00000064081.4	Gm8973	0	0.300004	0	0.397493	0
ENSMUSG00000064084.2	Olfr1202	0	0	0	0	0
ENSMUSG00000064090.14	Vrk2	4.329172	8.317437	8.859966	8.457455	8.448734
ENSMUSG00000064105.13	Cnnm2	12.789646	15.463768	11.73819	11.810399	14.440384
ENSMUSG00000064109.8	Hcst	0.562223	1.899069	0	0	0.306336
ENSMUSG00000064110.2	Olfr963	0	0	0	0	0
ENSMUSG00000064115.13	Cadm2	0.021508	0.010527	0	0.053592	0
ENSMUSG00000064120.14	Mocs1	5.445579	7.196945	35.332553	29.749049	35.497508
ENSMUSG00000064121.4	Olfr96	0	0	0	0	0
ENSMUSG00000064125.14	Prr36	1.724257	2.022305	0	0.043345	0
ENSMUSG00000064127.13	Med14	10.912146	10.308851	27.711391	31.066833	31.744602
ENSMUSG00000064128.8	Cenpj	6.492825	7.445651	2.651905	2.662536	2.332976
ENSMUSG00000064129.4	Gm14781	0	0	0	0	0
ENSMUSG00000064137.6	Rhox8	0	0	0.052991	0.038141	0.024996
ENSMUSG00000064138.14	Fam172a	6.904808	6.127946	13.437175	14.820236	16.415816
ENSMUSG00000064140.3	Trim38	0.233233	0.230396	0.042804	0	0.028513
ENSMUSG00000064141.14	Zfp69	1.890061	2.318706	1.815595	2.138662	2.193933
ENSMUSG00000064145.12	Arih2	67.587566	61.212848	37.171596	31.871815	36.645394
ENSMUSG00000064147.7	Rab44	0.519575	0.237134	0	0	0
ENSMUSG00000064156.8	Prol1	0	0	0	0	0
ENSMUSG00000064158.6	Izumo1	0.671809	0.431912	0	0	0
ENSMUSG00000064165.8	Krt39	0	0	0	0	0
ENSMUSG00000064177.8	Ghrl	0	0.33687	0	0	0.094419
ENSMUSG00000064179.13	Tnnt1	9.479129	7.813891	0	0	0
ENSMUSG00000064181.6	Rab3ip	21.355524	27.018743	33.506874	32.396915	31.380673
ENSMUSG00000064193.8	Gm4735	21.368391	10.031639	374.584555	309.385451	322.330447
ENSMUSG00000064194.10	Zfp936	41.254496	51.154022	0.871795	0.073243	0.038648
ENSMUSG00000064201.8	Krt2	0	0	0	0	0
ENSMUSG00000064202.15	4430402I18Rik	0.38477	0.801874	0.223998	0.128309	0.066996
ENSMUSG00000064208.6	Gm10145	0	0	0	3.631153	0.271465
ENSMUSG00000064210.7	Ano6	11.577163	11.954473	114.661409	127.187276	126.894533
ENSMUSG00000064213.5	Defa24	0.669649	0	0	0	0
ENSMUSG00000064215.13	Ifi27	0.363143	0	41.850982	47.997662	46.875312
ENSMUSG00000064220.6	H2ac18	6.573648	9.651128	0	18.377252	8.884329
ENSMUSG00000064223.4	Olfr694	0	0	0	0	0
ENSMUSG00000064224.10	Gsdma3	0	0	0	0	0
ENSMUSG00000064225.6	Paqr9	0.099824	0.235219	0	0	0
ENSMUSG00000064231.1	Gm5321	0.275069	0.16877	0.181941	0.191027	0.289215
ENSMUSG00000064232.2	Gm5414	0	0	0	0	0
ENSMUSG00000064246.10	Chil1	0.275016	0.464205	20.366683	24.177552	23.4692
ENSMUSG00000064247.14	Plcxd1	1.094943	5.395593	0.073857	0.017627	0.034815
ENSMUSG00000064252.9	Olfr329	0.033731	0	0	0	0
ENSMUSG00000064254.6	Ethe1	8.623085	7.103954	12.329897	12.519278	13.516452
ENSMUSG00000064259.2	Vmn1r13	0.024675	0.058583	0	0	0
ENSMUSG00000064262.7	Gimap8	0	0.084261	0	0	0.031518
ENSMUSG00000064263.6	Platr26	4.562346	7.299557	0	0	0
ENSMUSG00000064264.14	Zfp428	18.511871	18.144344	16.86302	16.301848	18.891194
ENSMUSG00000064267.13	Hvcn1	15.525889	10.988902	4.841695	4.648487	6.006985
ENSMUSG00000064272.3	Gpbar1	0.54959	0	0.043884	0	0
ENSMUSG00000064280.14	Ccdc146	0	0.080217	0	0	0
ENSMUSG00000064281.7	Rpl19-ps1	0.437257	0.266296	1.926073	1.191439	0.608806
ENSMUSG00000064284.12	Cdpf1	21.252025	12.510087	10.551173	6.30603	6.336047
ENSMUSG00000064288.4	H4c12	1.301735	1.168609	0.594579	0	0.336645
ENSMUSG00000064289.15	Tank	7.593904	7.654983	54.849621	62.058948	58.396334
ENSMUSG00000064293.14	Cntn4	0	0.125775	0	0.066992	0
ENSMUSG00000064294.12	Aox3	0.019685	0.073157	6.741553	11.08329	9.011859
ENSMUSG00000064299.6	4921528I07Rik	0	0	0	0.026801	0
ENSMUSG00000064302.13	Clasp1	12.414699	16.8669	37.086073	33.810667	29.681016
ENSMUSG00000064307.13	Lrrc51	2.00518	2.897072	0.865435	0.280387	0.326285
ENSMUSG00000064308.10	2410137M14Rik	8.715368	10.812832	0	0	0
ENSMUSG00000064310.10	Zpld1	0	0	0	0	0
ENSMUSG00000064317.5	Gm10146	0	0	0	0	0
ENSMUSG00000064325.4	Hhip	0.094809	0.252226	0	0	0
ENSMUSG00000064326.13	Siva1	96.006775	103.807308	66.174817	60.668744	63.681269
ENSMUSG00000064329.13	Scn1a	0.006423	0.072686	0	0	0
ENSMUSG00000064330.9	Pde6h	0.01818	0.032265	0	0	0
ENSMUSG00000064333.2	Olfr926	0	0	0	0	0
ENSMUSG00000064336.1	mt-Tf	0	0	0	0	0
ENSMUSG00000064337.1	mt-Rnr1	787.821237	623.330007	404.635125	429.07863	508.641303
ENSMUSG00000064338.1	mt-Tv	0	0	0	0	0
ENSMUSG00000064339.1	mt-Rnr2	618.211752	531.560506	395.638627	485.661324	579.591103
ENSMUSG00000064340.1	mt-Tl1	205.534837	213.281691	904.154911	0	41.98056
ENSMUSG00000064341.1	mt-Nd1	5603.162689	5428.469746	7891.033639	8278.280797	8929.107139
ENSMUSG00000064342.1	mt-Ti	0	0	13.296396	0	0
ENSMUSG00000064343.1	mt-Tq	6.568341	0	0	0	0
ENSMUSG00000064344.1	mt-Tm	0	8.138867	0	0	0
ENSMUSG00000064345.1	mt-Nd2	2498.519801	2343.465893	3411.39228	4102.411111	4338.890762
ENSMUSG00000064346.1	mt-Tw	38.315323	9.495345	30.391762	0	0
ENSMUSG00000064347.1	mt-Ta	0	0	0	0	0
ENSMUSG00000064348.1	mt-Tn	0	48.833205	0	0	0
ENSMUSG00000064349.1	mt-Tc	38.315323	85.458109	0	0	0
ENSMUSG00000064350.1	mt-Ty	99.619839	66.467418	0	0	0
ENSMUSG00000064351.1	mt-Co1	17875.802873	17184.20422	12052.123416	11084.661696	12545.801278
ENSMUSG00000064352.1	mt-Ts1	6.568341	0	6.648198	64.236716	0
ENSMUSG00000064353.1	mt-Td	0	0	0	0	0
ENSMUSG00000064354.1	mt-Co2	9828.56901	4184.414458	12872.151864	10241.514478	8008.991013
ENSMUSG00000064355.1	mt-Tk	0	0	0	0	0
ENSMUSG00000064356.3	mt-Atp8	21287.608461	24902.968386	12487.226336	15465.512156	19602.020717
ENSMUSG00000064357.1	mt-Atp6	1934.932886	2883.304085	10971.873078	5813.907411	5931.960745
ENSMUSG00000064358.1	mt-Co3	459.549286	1482.228239	8789.021993	3683.712022	4679.97027
ENSMUSG00000064359.1	mt-Tg	0	0	0	0	0
ENSMUSG00000064360.1	mt-Nd3	338.924789	284.728833	5736.010292	1350.596376	2369.891104
ENSMUSG00000064361.1	mt-Tr	0	0	0	0	0
ENSMUSG00000064363.1	mt-Nd4	3026.389986	2869.540232	4188.639408	5089.53533	5476.790379
ENSMUSG00000064364.1	mt-Th	0	0	0	0	0
ENSMUSG00000064365.1	mt-Ts2	0	0	0	0	0
ENSMUSG00000064366.1	mt-Tl2	0	0	0	0	0
ENSMUSG00000064367.1	mt-Nd5	1351.140077	1329.420178	2236.729138	2673.000686	2890.299364
ENSMUSG00000064368.1	mt-Nd6	491.853444	641.981268	79.458322	70.618141	69.096706
ENSMUSG00000064369.1	mt-Te	0	13.191262	0	128.473432	0
ENSMUSG00000064370.1	mt-Cytb	3730.930056	3510.06719	5588.359946	5692.159517	6524.730037
ENSMUSG00000064371.1	mt-Tt	99.619839	94.953454	0	0	0
ENSMUSG00000064372.1	mt-Tp	30.652258	85.458109	7.59794	0	0
ENSMUSG00000064373.12	Selenop	7.853054	8.924931	89.838737	97.59971	113.242953
ENSMUSG00000064377.1	Gm24966	0	0	0	0	0
ENSMUSG00000064380.1	Gm26448	29.926597	21.501855	0	0.890172	2.49274
ENSMUSG00000064382.1	Gm26447	26.447235	18.451308	12.125872	0	0
ENSMUSG00000064386.1	Gm26449	0	0	0	0	0
ENSMUSG00000064387.1	Snora73a	16.718188	29.384795	8.598988	6.502473	2.663852
ENSMUSG00000064389.1	Gm26446	0	0	3.79897	0	0
ENSMUSG00000064390.1	Rnu73b	98.525115	122.083012	7.59794	0	0
ENSMUSG00000064391.1	Gm23625	0	0	0	0	0
ENSMUSG00000064392.1	Gm23626	0	0	0	0	0
ENSMUSG00000064393.1	Gm23627	0	0	0	0	0
ENSMUSG00000064394.1	Gm23622	0	0	0	0	0
ENSMUSG00000064395.1	Gm23623	0	0	0	0	0
ENSMUSG00000064397.1	Gm23624	0	0	0	0	0
ENSMUSG00000064398.1	Gm23628	0	0	0	0	0
ENSMUSG00000064399.1	Gm23629	0	0	0	0	0
ENSMUSG00000064400.2	Gm23927	0	0	0	0	0
ENSMUSG00000064403.1	Gm23928	0	0	0	0	0
ENSMUSG00000064405.1	Gm23925	0	0	0	0	0
ENSMUSG00000064407.1	Gm23926	0	0	0	0	0
ENSMUSG00000064408.1	Gm23924	0	0	0	0	0
ENSMUSG00000064409.1	n-R5s40	0	4.747673	0	3.058891	2.623785
ENSMUSG00000064410.1	Gm22247	0	0	0	0	0
ENSMUSG00000064413.1	Gm22245	0	0	0	0	0
ENSMUSG00000064414.1	n-R5s215	0	0	0	0	0
ENSMUSG00000064416.1	Gm22248	0	0	0	0	0
ENSMUSG00000064417.1	DQ267102	0	0	0	0	0
ENSMUSG00000064419.1	Gm22249	0	0	0	0	0
ENSMUSG00000064422.1	Gm22502	0	0	0	0	0
ENSMUSG00000064424.1	Gm22749	0	0	0	0	0
ENSMUSG00000064427.1	Gm22748	14.06919	14.310996	0	2.470643	1.999241
ENSMUSG00000064428.1	Gm22746	0	0	0	0	0
ENSMUSG00000064429.1	Gm22747	0	0	0	0	0
ENSMUSG00000064432.1	Gm25587	0	0	0	0	0
ENSMUSG00000064433.1	Gm25586	0	0	0	0	0
ENSMUSG00000064435.1	Gm25588	0	0	0	0	0
ENSMUSG00000064436.1	Gm25589	0	0	0	0	0
ENSMUSG00000064437.1	Snord49b	148.762778	78.472507	26.592791	0	0
ENSMUSG00000064440.1	Gm26224	0	0	0	0	0
ENSMUSG00000064441.1	Snord37	174.717871	68.366487	0	0	0
ENSMUSG00000064442.1	Gm26225	0	0	0	0	0
ENSMUSG00000064443.1	Gm26226	0	0	0	0	0
ENSMUSG00000064444.1	Gm26227	0	0	0	0	0
ENSMUSG00000064446.1	Gm26228	0	0	0	0	0
ENSMUSG00000064450.1	Snord68	0	0	0	0	0
ENSMUSG00000064451.1	Snora23	12.771774	13.22566	0	2.621907	4.582078
ENSMUSG00000064452.1	Gm24564	5.747298	0	0	0	0
ENSMUSG00000064453.1	Snord21	0	0	18.822977	0	0
ENSMUSG00000064455.1	n-R5s56	0	0	0	9.882572	0
ENSMUSG00000064460.1	Gm25080	0	0	0	0	0
ENSMUSG00000064463.1	Gm25079	0	0	0	0	0
ENSMUSG00000064464.1	Gm25078	0	0	0	0	0
ENSMUSG00000064467.1	n-R5s37	0	0	0	0	0
ENSMUSG00000064468.1	Gm25081	0	0	0	0	0
ENSMUSG00000064471.1	Gm23406	0	0	0	0	0
ENSMUSG00000064472.1	Gm23407	0	0	0	0	0
ENSMUSG00000064476.1	Gm23405	0	0	0	0	0
ENSMUSG00000064477.1	Gm23404	0	0	0	0	0
ENSMUSG00000064481.1	Gm23737	0	0	0	0	0
ENSMUSG00000064485.1	Gm23735	0	0	0	0	0
ENSMUSG00000064486.1	Gm23293	0	0	0	0	0
ENSMUSG00000064487.1	Gm23736	0	0	0	0	0
ENSMUSG00000064490.1	Gm22283	0	0	0	0	0
ENSMUSG00000064491.1	Gm22061	0	0	0	0	0
ENSMUSG00000064492.1	Gm22060	0	0	0	0	0
ENSMUSG00000064493.1	Snora28	0	27.403625	0	0	0
ENSMUSG00000064494.1	Gm22063	0	0	0	0	0
ENSMUSG00000064495.1	Gm24313	5.10871	4.069434	0	0	0
ENSMUSG00000064496.1	DQ267101	0	0	0	0	0
ENSMUSG00000064497.1	Gm22062	0	0	0	0	0
ENSMUSG00000064500.1	Gm25296	0	39.398017	0	0	0
ENSMUSG00000064507.1	n-R5s94	0	0	0	0	0
ENSMUSG00000064508.1	n-R5s96	0	0	0	0	0
ENSMUSG00000064510.1	Gm22458	0	0	0	0	0
